Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Rui Hachimura,39:01,5,12,.417,2,4,.500,2,4,.500,2,5,7,2,0,0,1,1,14,9.7,0,hachiru01
Anthony Davis,37:30,11,18,.611,0,0,,13,17,.765,1,7,8,4,1,2,1,2,35,31.4,+4,davisan02
Austin Reaves,36:39,8,12,.667,5,7,.714,5,6,.833,0,4,4,8,3,1,4,4,26,25.3,+13,reaveau01
LeBron James,34:42,7,13,.538,2,5,.400,5,8,.625,0,4,4,8,0,0,2,1,21,17.9,+14,jamesle01
D'Angelo Russell,29:17,1,6,.167,1,3,.333,2,2,1.000,1,1,2,5,1,1,2,3,5,4.2,-6,russeda01
Gabe Vincent,20:35,2,5,.400,1,3,.333,0,0,,1,1,2,0,3,0,0,4,5,4.7,+9,vincega01
Jaxson Hayes,17:32,3,3,1.000,0,0,,0,0,,1,5,6,4,1,1,1,3,6,9.6,+5,hayesja02
Dalton Knecht,13:19,2,5,.400,2,4,.500,2,2,1.000,0,1,1,2,1,0,0,0,8,8.0,+13,knechda01
Max Christie,11:25,1,1,1.000,1,1,1.000,0,0,,0,3,3,0,0,0,1,0,3,2.6,-17,chrisma02
