Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Austin Reaves,38:34,5,12,.417,4,7,.571,2,2,1.000,1,2,3,2,1,0,1,0,16,12.3,-12,reaveau01
Luka Dončić,36:42,11,22,.500,5,10,.500,7,8,.875,1,7,8,3,1,0,5,2,34,22.7,-19,doncilu01
Dorian Finney-Smith,36:25,3,8,.375,2,7,.286,0,0,,0,4,4,0,1,0,0,5,8,3.8,-10,finnedo01
LeBron James,34:30,11,23,.478,0,6,.000,0,3,.000,2,12,14,9,0,0,1,3,22,18.2,-11,jamesle01
Jarred Vanderbilt,29:00,2,5,.400,0,1,.000,0,1,.000,2,6,8,2,2,0,2,4,4,3.9,0,vandeja01
Dalton Knecht,23:49,4,6,.667,1,3,.333,0,0,,1,4,5,1,0,1,0,0,9,9.7,+9,knechda01
Gabe Vincent,19:25,1,4,.250,0,3,.000,0,0,,0,0,0,1,0,0,1,2,2,-1.5,-18,vincega01
Jordan Goodwin,15:45,2,6,.333,2,3,.667,0,0,,2,1,3,0,1,0,2,0,6,3.3,+6,goodwjo01
Trey Jemison,5:50,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,+5,jemistr01
