Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,-9999
Luka Dončić,39:41,8,20,.400,4,11,.364,13,14,.929,1,10,11,8,2,0,4,4,33,27.5,+16,doncilu01
Austin Reaves,39:25,10,21,.476,4,10,.400,4,5,.800,0,4,4,6,2,1,2,1,28,22.6,+14,reaveau01
Dorian Finney-Smith,35:54,3,7,.429,2,6,.333,2,4,.500,1,5,6,3,1,1,0,1,10,11.1,+16,finnedo01
Jaxson Hayes,29:20,8,10,.800,0,0,,3,7,.429,2,4,6,3,1,1,0,4,19,18.4,+7,hayesja02
Jordan Goodwin,28:05,1,5,.200,0,3,.000,0,0,,2,1,3,1,0,2,0,4,2,1.1,-3,goodwjo01
Gabe Vincent,27:23,3,7,.429,3,5,.600,0,0,,1,0,1,1,1,0,0,3,9,6.5,+15,vincega01
Dalton Knecht,15:35,1,5,.200,1,3,.333,0,0,,0,2,2,0,0,0,1,2,3,-1.3,-4,knechda01
Christian Koloko,14:50,1,5,.200,0,0,,1,2,.500,0,4,4,0,0,0,1,0,3,-0.3,-1,kolokch01
Jarred Vanderbilt,9:47,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,0,0,1,0,-0.2,-5,vandeja01
